From	Entry	Entry Name	Protein names	Gene Names
MTA2	O94776	MTA2_HUMAN	Metastasis-associated protein MTA2 (Metastasis-associated 1-like 1) (MTA1-L1 protein) (p53 target protein in deacetylase complex)	MTA2 MTA1L1 PID
MTA3	Q9BTC8	MTA3_HUMAN	Metastasis-associated protein MTA3	MTA3 KIAA1266
MTAP	Q13126	MTAP_HUMAN	S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase)	MTAP MSAP
MTCH1	Q9NZJ7	MTCH1_HUMAN	Mitochondrial carrier homolog 1 (Presenilin-associated protein)	MTCH1 PSAP CGI-64 UNQ1871/PRO4314
MTCH2	Q9Y6C9	MTCH2_HUMAN	Mitochondrial carrier homolog 2 (Met-induced mitochondrial protein)	MTCH2 MIMP HSPC032
MTDH	Q86UE4	LYRIC_HUMAN	Protein LYRIC (3D3/LYRIC) (Astrocyte elevated gene-1 protein) (AEG-1) (Lysine-rich CEACAM1 co-isolated protein) (Metadherin) (Metastasis adhesion protein)	MTDH AEG1 LYRIC
MTERF1	Q99551	MTEF1_HUMAN	Transcription termination factor 1, mitochondrial (Mitochondrial transcription termination factor 1) (mTERF) (mTERF1)	MTERF1 MTERF
MTERF2	Q49AM1	MTEF2_HUMAN	Transcription termination factor 2, mitochondrial (Mitochondrial transcription termination factor 2) (mTERF2) (Mitochondrial transcription termination factor-like protein) (mTERF-like) (mTERFL) (mTERF domain-containing protein 3, mitochondrial)	MTERF2 MTERFD3
MTERF3	Q96E29	MTEF3_HUMAN	Transcription termination factor 3, mitochondrial (Mitochondrial transcription termination factor 3) (mTERF3) (mTERF domain-containing protein 1, mitochondrial)	MTERF3 MTERFD1 CGI-12
MTF2	Q9Y483	MTF2_HUMAN	Metal-response element-binding transcription factor 2 (Metal regulatory transcription factor 2) (Metal-response element DNA-binding protein M96) (Polycomb-like protein 2) (hPCl2)	MTF2 PCL2
MTFMT	Q96DP5	FMT_HUMAN	Methionyl-tRNA formyltransferase, mitochondrial (MtFMT) (EC 2.1.2.9)	MTFMT FMT FMT1
MTFP1	Q9UDX5	MTFP1_HUMAN	Mitochondrial fission process protein 1 (Mitochondrial 18 kDa protein) (MTP18)	MTFP1 MTP18 HSPC242 My022
MTFR1	Q15390	MTFR1_HUMAN	Mitochondrial fission regulator 1 (Chondrocyte protein with a poly-proline region)	MTFR1 CHPPR FAM54A2 KIAA0009
MTFR1L	Q9H019	MFR1L_HUMAN	Mitochondrial fission regulator 1-like	MTFR1L FAM54B HYST1888 MSTP116
MTFR2	Q6P444	MTFR2_HUMAN	Mitochondrial fission regulator 2 (DUF729 domain-containing protein 1)	MTFR2 DUFD1 FAM54A
MTG1	Q9BT17	MTG1_HUMAN	Mitochondrial ribosome-associated GTPase 1 (GTP-binding protein 7) (Mitochondrial GTPase 1)	MTG1 GTPBP7
MTG2	Q9H4K7	MTG2_HUMAN	Mitochondrial ribosome-associated GTPase 2 (GTP-binding protein 5) (Protein obg homolog 1) (ObgH1)	MTG2 GTPBP5 OBGH1
MTHFD1	P11586	C1TC_HUMAN	C-1-tetrahydrofolate synthase, cytoplasmic (C1-THF synthase) (Epididymis secretory sperm binding protein) [Cleaved into: C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed] [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9); Formyltetrahydrofolate synthetase (EC 6.3.4.3)]	MTHFD1 MTHFC MTHFD
MTHFD1L	Q6UB35	C1TM_HUMAN	Monofunctional C1-tetrahydrofolate synthase, mitochondrial (EC 6.3.4.3) (Formyltetrahydrofolate synthetase)	MTHFD1L FTHFSDC1
MTHFD2	P13995	MTDC_HUMAN	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial [Includes: NAD-dependent methylenetetrahydrofolate dehydrogenase (EC 1.5.1.15); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	MTHFD2 NMDMC
MTHFR	P42898	MTHR_HUMAN	Methylenetetrahydrofolate reductase (NADPH) (EC 1.5.1.53)	MTHFR
MTHFS	P49914	MTHFS_HUMAN	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2) (5,10-methenyl-tetrahydrofolate synthetase) (MTHFS) (Methenyl-THF synthetase)	MTHFS
MTHFSD	Q2M296	MTHSD_HUMAN	Methenyltetrahydrofolate synthase domain-containing protein	MTHFSD
MTIF2	P46199	IF2M_HUMAN	Translation initiation factor IF-2, mitochondrial (IF-2(Mt)) (IF-2Mt) (IF2(mt))	MTIF2
MTM1	Q13496	MTM1_HUMAN	Myotubularin (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)	MTM1 CG2
MTMR1	Q13613	MTMR1_HUMAN	Myotubularin-related protein 1 (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)	MTMR1
MTMR12	Q9C0I1	MTMRC_HUMAN	Myotubularin-related protein 12 (Inactive phosphatidylinositol 3-phosphatase 12) (Phosphatidylinositol 3 phosphate 3-phosphatase adapter subunit) (3-PAP) (3-phosphatase adapter protein)	MTMR12 KIAA1682 PIP3AP
MTMR14	Q8NCE2	MTMRE_HUMAN	Myotubularin-related protein 14 (EC 3.1.3.-) (HCV NS5A-transactivated protein 4 splice variant A-binding protein 1) (NS5ATP4ABP1) (hJumpy)	MTMR14 C3orf29
MTMR2	Q13614	MTMR2_HUMAN	Myotubularin-related protein 2 (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)	MTMR2 KIAA1073
MTMR3	Q13615	MTMR3_HUMAN	Myotubularin-related protein 3 (EC 3.1.3.48) (FYVE domain-containing dual specificity protein phosphatase 1) (FYVE-DSP1) (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64) (Zinc finger FYVE domain-containing protein 10)	MTMR3 KIAA0371 ZFYVE10
MTMR4	Q9NYA4	MTMR4_HUMAN	Myotubularin-related protein 4 (EC 3.1.3.48) (FYVE domain-containing dual specificity protein phosphatase 2) (FYVE-DSP2) (Zinc finger FYVE domain-containing protein 11)	MTMR4 KIAA0647 ZFYVE11
MTMR6	Q9Y217	MTMR6_HUMAN	Myotubularin-related protein 6 (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)	MTMR6
MTMR9	Q96QG7	MTMR9_HUMAN	Myotubularin-related protein 9 (Inactive phosphatidylinositol 3-phosphatase 9)	MTMR9 C8orf9 MTMR8
MTO1	Q9Y2Z2	MTO1_HUMAN	Protein MTO1 homolog, mitochondrial	MTO1 CGI-02
MTOR	P42345	MTOR_HUMAN	Serine/threonine-protein kinase mTOR (EC 2.7.11.1) (FK506-binding protein 12-rapamycin complex-associated protein 1) (FKBP12-rapamycin complex-associated protein) (Mammalian target of rapamycin) (mTOR) (Mechanistic target of rapamycin) (Rapamycin and FKBP12 target 1) (Rapamycin target protein 1)	MTOR FRAP FRAP1 FRAP2 RAFT1 RAPT1
MTPAP	Q9NVV4	PAPD1_HUMAN	Poly(A) RNA polymerase, mitochondrial (PAP) (EC 2.7.7.19) (PAP-associated domain-containing protein 1) (Polynucleotide adenylyltransferase) (Terminal uridylyltransferase 1) (TUTase 1) (mtPAP)	MTPAP PAPD1
MTPN	P58546	MTPN_HUMAN	Myotrophin (Protein V-1)	MTPN
MTR	Q99707	METH_HUMAN	Methionine synthase (MS) (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase) (Cobalamin-dependent methionine synthase) (Vitamin-B12 dependent methionine synthase)	MTR
MTRF1	O75570	RF1M_HUMAN	Peptide chain release factor 1, mitochondrial (MRF-1) (MtRF-1)	MTRF1
MTRF1L	Q9UGC7	RF1ML_HUMAN	Peptide chain release factor 1-like, mitochondrial (Mitochondrial translational release factor 1-like) (mtRF1a)	MTRF1L MTRF1A
MTRR	Q9UBK8	MTRR_HUMAN	Methionine synthase reductase (MSR) (EC 1.16.1.8) (Aquacobalamin reductase) (AqCbl reductase)	MTRR
MTSS1	O43312	MTSS1_HUMAN	Protein MTSS 1 (Metastasis suppressor YGL-1) (Metastasis suppressor protein 1) (Missing in metastasis protein)	MTSS1 KIAA0429 MIM
MTSS1L	Q765P7	MTSS2_HUMAN	Protein MTSS 2 (Actin-bundling with BAIAP2 homology protein 1) (ABBA-1) (MTSS1-like protein)	MTSS2 MTSS1L
MTUS1	Q9ULD2	MTUS1_HUMAN	Microtubule-associated tumor suppressor 1 (AT2 receptor-binding protein) (Angiotensin-II type 2 receptor-interacting protein) (Mitochondrial tumor suppressor 1)	MTUS1 ATBP ATIP GK1 KIAA1288 MTSG1
MTX1	Q13505	MTX1_HUMAN	Metaxin-1 (Mitochondrial outer membrane import complex protein 1)	MTX1 MTX MTXN
MTX2	O75431	MTX2_HUMAN	Metaxin-2 (Mitochondrial outer membrane import complex protein 2)	MTX2
MUC1	P15941	MUC1_HUMAN	Mucin-1 (MUC-1) (Breast carcinoma-associated antigen DF3) (Cancer antigen 15-3) (CA 15-3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6) (KL-6) (PEMT) (Peanut-reactive urinary mucin) (PUM) (Polymorphic epithelial mucin) (PEM) (Tumor-associated epithelial membrane antigen) (EMA) (Tumor-associated mucin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)]	MUC1 PUM
MUC16	Q8WXI7	MUC16_HUMAN	Mucin-16 (MUC-16) (Ovarian cancer-related tumor marker CA125) (CA-125) (Ovarian carcinoma antigen CA125)	MUC16 CA125
MUL1	Q969V5	MUL1_HUMAN	Mitochondrial ubiquitin ligase activator of NFKB 1 (EC 2.3.2.27) (E3 SUMO-protein ligase MUL1) (E3 ubiquitin-protein ligase MUL1) (Growth inhibition and death E3 ligase) (Mitochondrial-anchored protein ligase) (Protein Hades) (Putative NF-kappa-B-activating protein 266) (RING finger protein 218) (RING-type E3 ubiquitin transferase NFKB 1)	MUL1 C1orf166 GIDE MAPL MULAN RNF218
MUS81	Q96NY9	MUS81_HUMAN	Crossover junction endonuclease MUS81 (EC 3.1.22.-)	MUS81
MUT	P22033	MUTA_HUMAN	Methylmalonyl-CoA mutase, mitochondrial (MCM) (EC 5.4.99.2) (Methylmalonyl-CoA isomerase)	MMUT MUT
MUTYH	Q9UIF7	MUTYH_HUMAN	Adenine DNA glycosylase (EC 3.2.2.31) (MutY homolog) (hMYH)	MUTYH MYH
MVB12A	Q96EY5	MB12A_HUMAN	Multivesicular body subunit 12A (CIN85/CD2AP family-binding protein) (ESCRT-I complex subunit MVB12A) (Protein FAM125A)	MVB12A CFBP FAM125A
MVD	P53602	MVD1_HUMAN	Diphosphomevalonate decarboxylase (EC 4.1.1.33) (Mevalonate (diphospho)decarboxylase) (MDDase) (Mevalonate pyrophosphate decarboxylase)	MVD MPD
MVK	Q03426	KIME_HUMAN	Mevalonate kinase (MK) (EC 2.7.1.36)	MVK
MVP	Q14764	MVP_HUMAN	Major vault protein (MVP) (Lung resistance-related protein)	MVP LRP
MXI1	P50539	MXI1_HUMAN	Max-interacting protein 1 (Max interactor 1) (Class C basic helix-loop-helix protein 11) (bHLHc11)	MXI1 BHLHC11
MXRA7	P84157	MXRA7_HUMAN	Matrix-remodeling-associated protein 7	MXRA7
MXRA8	Q9BRK3	MXRA8_HUMAN	Matrix remodeling-associated protein 8 (Limitrin)	MXRA8
MYADM	Q96S97	MYADM_HUMAN	Myeloid-associated differentiation marker (Protein SB135)	MYADM UNQ553/PRO1110
MYBBP1A	Q9BQG0	MBB1A_HUMAN	Myb-binding protein 1A	MYBBP1A P160
MYCBP	Q99417	MYCBP_HUMAN	c-Myc-binding protein (Associate of Myc 1) (AMY-1)	MYCBP AMY1
MYCBP2	O75592	MYCB2_HUMAN	E3 ubiquitin-protein ligase MYCBP2 (EC 2.3.2.33) (Myc-binding protein 2) (Protein associated with Myc)	MYCBP2 KIAA0916 PAM
MYD88	Q99836	MYD88_HUMAN	Myeloid differentiation primary response protein MyD88	MYD88
MYDGF	Q969H8	MYDGF_HUMAN	Myeloid-derived growth factor (MYDGF)	MYDGF C19orf10
MYEF2	Q9P2K5	MYEF2_HUMAN	Myelin expression factor 2 (MEF-2) (MyEF-2) (MST156)	MYEF2 KIAA1341
MYH10	P35580	MYH10_HUMAN	Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)	MYH10
MYH11	P35749	MYH11_HUMAN	Myosin-11 (Myosin heavy chain 11) (Myosin heavy chain, smooth muscle isoform) (SMMHC)	MYH11 KIAA0866
MYH14	Q7Z406	MYH14_HUMAN	Myosin-14 (Myosin heavy chain 14) (Myosin heavy chain, non-muscle IIc) (Non-muscle myosin heavy chain IIc) (NMHC II-C)	MYH14 KIAA2034 FP17425
MYH9	P35579	MYH9_HUMAN	Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)	MYH9
MYL4	P12829	MYL4_HUMAN	Myosin light chain 4 (Myosin light chain 1, embryonic muscle/atrial isoform) (Myosin light chain alkali GT-1 isoform)	MYL4 MLC1 PRO1957
MYL6	P60660	MYL6_HUMAN	Myosin light polypeptide 6 (17 kDa myosin light chain) (LC17) (Myosin light chain 3) (MLC-3) (Myosin light chain alkali 3) (Myosin light chain A3) (Smooth muscle and nonmuscle myosin light chain alkali 6)	MYL6
MYL6B	P14649	MYL6B_HUMAN	Myosin light chain 6B (Myosin light chain 1 slow-twitch muscle A isoform) (MLC1sa) (Smooth muscle and nonmuscle myosin light chain alkali 6B)	MYL6B MLC1SA
MYLK	Q15746	MYLK_HUMAN	Myosin light chain kinase, smooth muscle (MLCK) (smMLCK) (EC 2.7.11.18) (Kinase-related protein) (KRP) (Telokin) [Cleaved into: Myosin light chain kinase, smooth muscle, deglutamylated form]	MYLK MLCK MLCK1 MYLK1
MYLK3	Q32MK0	MYLK3_HUMAN	Myosin light chain kinase 3 (EC 2.7.11.18) (Cardiac-MyBP-C-associated Ca/CaM kinase) (Cardiac-MLCK)	MYLK3 MLCK
MYO18A	O95411	TIAF1_HUMAN	Putative TGFB1-induced anti-apoptotic factor 1 (12 kDa TGF-beta-1-induced antiapoptotic factor)	MYO18A TIAF1
MYO18A	Q92614	MY18A_HUMAN	Unconventional myosin-XVIIIa (Molecule associated with JAK3 N-terminus) (MAJN) (Myosin containing a PDZ domain) (Surfactant protein receptor SP-R210) (SP-R210)	MYO18A CD245 KIAA0216 MYSPDZ TIAF1
MYO18B	Q8IUG5	MY18B_HUMAN	Unconventional myosin-XVIIIb	MYO18B
MYO19	Q96H55	MYO19_HUMAN	Unconventional myosin-XIX (Myosin head domain-containing protein 1)	MYO19 MYOHD1
MYO1C	O00159	MYO1C_HUMAN	Unconventional myosin-Ic (Myosin I beta) (MMI-beta) (MMIb)	MYO1C
MYO1C	Q12965	MYO1E_HUMAN	Unconventional myosin-Ie (Myosin-Ic) (Unconventional myosin 1E)	MYO1E MYO1C
MYO1D	O94832	MYO1D_HUMAN	Unconventional myosin-Id	MYO1D KIAA0727
MYO1F	O00160	MYO1F_HUMAN	Unconventional myosin-If (Myosin-Ie)	MYO1F
MYO1G	B0I1T2	MYO1G_HUMAN	Unconventional myosin-Ig [Cleaved into: Minor histocompatibility antigen HA-2 (mHag HA-2)]	MYO1G HA2
MYO5A	Q9Y4I1	MYO5A_HUMAN	Unconventional myosin-Va (Dilute myosin heavy chain, non-muscle) (Myosin heavy chain 12) (Myosin-12) (Myoxin)	MYO5A MYH12
MYO5B	Q9ULV0	MYO5B_HUMAN	Unconventional myosin-Vb	MYO5B KIAA1119
MYO6	Q9UM54	MYO6_HUMAN	Unconventional myosin-VI (Unconventional myosin-6)	MYO6 KIAA0389
MYO7A	Q13402	MYO7A_HUMAN	Unconventional myosin-VIIa	MYO7A USH1B
MYO9A	B2RTY4	MYO9A_HUMAN	Unconventional myosin-IXa (Unconventional myosin-9a)	MYO9A MYR7
MYO9B	Q13459	MYO9B_HUMAN	Unconventional myosin-IXb (Unconventional myosin-9b)	MYO9B MYR5
MYSM1	Q5VVJ2	MYSM1_HUMAN	Deubiquitinase MYSM1 (2A-DUB) (EC 3.4.19.-) (Myb-like, SWIRM and MPN domain-containing protein 1)	MYSM1 KIAA1915
MZT1	Q08AG7	MZT1_HUMAN	Mitotic-spindle organizing protein 1 (Mitotic-spindle organizing protein associated with a ring of gamma-tubulin 1)	MZT1 C13orf37 MOZART1
N4BP1	O75113	N4BP1_HUMAN	NEDD4-binding protein 1 (N4BP1) (EC 3.1.-.-)	N4BP1 KIAA0615
N4BP2	Q86UW6	N4BP2_HUMAN	NEDD4-binding protein 2 (N4BP2) (EC 3.-.-.-) (BCL-3-binding protein)	N4BP2 B3BP KIAA1413
N6AMT2	Q8WVE0	EFMT1_HUMAN	EEF1A lysine methyltransferase 1 (EC 2.1.1.-) (N(6)-adenine-specific DNA methyltransferase 2) (Protein-lysine N-methyltransferase N6AMT2) (eEF1A-KMT)	EEF1AKMT1 N6AMT2
NAA10	P41227	NAA10_HUMAN	N-alpha-acetyltransferase 10 (EC 2.3.1.255) (N-terminal acetyltransferase complex ARD1 subunit homolog A) (hARD1) (NatA catalytic subunit Naa10)	NAA10 ARD1 ARD1A TE2
NAA11	Q9BSU3	NAA11_HUMAN	N-alpha-acetyltransferase 11 (EC 2.3.1.255) (N-terminal acetyltransferase complex ARD1 subunit homolog B) (hARD2) (NatA catalytic subunit Naa11)	NAA11 ARD1B ARD2
NAA15	Q9BXJ9	NAA15_HUMAN	N-alpha-acetyltransferase 15, NatA auxiliary subunit (Gastric cancer antigen Ga19) (N-terminal acetyltransferase) (NMDA receptor-regulated protein 1) (Protein tubedown-1) (Tbdn100)	NAA15 GA19 NARG1 NATH TBDN100
NAA16	Q6N069	NAA16_HUMAN	N-alpha-acetyltransferase 16, NatA auxiliary subunit (NMDA receptor-regulated 1-like protein) (NARG1-like protein)	NAA16 NARG1L NAT2
NAA20	P61599	NAA20_HUMAN	N-alpha-acetyltransferase 20 (EC 2.3.1.254) (Methionine N-acetyltransferase) (N-acetyltransferase 5) (N-terminal acetyltransferase B complex catalytic subunit NAA20) (N-terminal acetyltransferase B complex catalytic subunit NAT5) (NatB complex subunit NAT5) (NatB catalytic subunit)	NAA20 NAT5
NAA25	Q14CX7	NAA25_HUMAN	N-alpha-acetyltransferase 25, NatB auxiliary subunit (Mitochondrial distribution and morphology protein 20) (N-terminal acetyltransferase B complex subunit MDM20) (NatB complex subunit MDM20) (N-terminal acetyltransferase B complex subunit NAA25) (p120)	NAA25 C12orf30 MDM20 NAP1
NAA30	Q147X3	NAA30_HUMAN	N-alpha-acetyltransferase 30 (EC 2.3.1.256) (N-acetyltransferase 12) (N-acetyltransferase MAK3 homolog) (NatC catalytic subunit)	NAA30 C14orf35 MAK3 NAT12
NAA35	Q5VZE5	NAA35_HUMAN	N-alpha-acetyltransferase 35, NatC auxiliary subunit (Embryonic growth-associated protein homolog) (Protein MAK10 homolog)	NAA35 EGAP MAK10
NAA38	Q9BRA0	LSMD1_HUMAN	N-alpha-acetyltransferase 38, NatC auxiliary subunit (LSM domain-containing protein 1) (Phosphonoformate immuno-associated protein 2)	NAA38 LSMD1 MAK31 PFAAP2
NAA40	Q86UY6	NAA40_HUMAN	N-alpha-acetyltransferase 40 (EC 2.3.1.257) (N-acetyltransferase 11) (N-alpha-acetyltransferase D) (NatD) (hNatD) (Protein acetyltransferase 1)	NAA40 NAT11 PATT1
NAA50	Q9GZZ1	NAA50_HUMAN	N-alpha-acetyltransferase 50 (hNaa50p) (EC 2.3.1.258) (N-acetyltransferase 13) (N-acetyltransferase 5) (hNAT5) (N-acetyltransferase san homolog) (hSAN) (N-epsilon-acetyltransferase 50) (EC 2.3.1.-) (NatE catalytic subunit)	NAA50 MAK3 NAT13 NAT5
NAB2	Q15742	NAB2_HUMAN	NGFI-A-binding protein 2 (EGR-1-binding protein 2) (Melanoma-associated delayed early response protein) (Protein MADER)	NAB2 MADER
NABP1	Q96AH0	SOSB2_HUMAN	SOSS complex subunit B2 (Nucleic acid-binding protein 1) (Oligonucleotide/oligosaccharide-binding fold-containing protein 2A) (Sensor of single-strand DNA complex subunit B2) (Sensor of ssDNA subunit B2) (SOSS-B2) (Single-stranded DNA-binding protein 2) (hSSB2)	NABP1 OBFC2A SSB2
NABP2	Q9BQ15	SOSB1_HUMAN	SOSS complex subunit B1 (Nucleic acid-binding protein 2) (Oligonucleotide/oligosaccharide-binding fold-containing protein 2B) (Sensor of single-strand DNA complex subunit B1) (Sensor of ssDNA subunit B1) (SOSS-B1) (Single-stranded DNA-binding protein 1) (hSSB1)	NABP2 OBFC2B SSB1 LP3587
NACA	E9PAV3	NACAM_HUMAN	Nascent polypeptide-associated complex subunit alpha, muscle-specific form (Alpha-NAC, muscle-specific form) (skNAC)	NACA
NACA	Q13765	NACA_HUMAN	Nascent polypeptide-associated complex subunit alpha (NAC-alpha) (Alpha-NAC) (allergen Hom s 2)	NACA HSD48
NACC1	Q96RE7	NACC1_HUMAN	Nucleus accumbens-associated protein 1 (NAC-1) (BTB/POZ domain-containing protein 14B)	NACC1 BTBD14B NAC1
NADK	O95544	NADK_HUMAN	NAD kinase (EC 2.7.1.23) (Poly(P)/ATP NAD kinase)	NADK
NADK2	Q4G0N4	NAKD2_HUMAN	NAD kinase 2, mitochondrial (EC 2.7.1.23) (Mitochondrial NAD kinase) (NAD kinase domain-containing protein 1, mitochondrial)	NADK2 C5orf33 MNADK NADKD1
NADSYN1	Q6IA69	NADE_HUMAN	Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing]) (NAD(+) synthetase)	NADSYN1
NAE1	Q13564	ULA1_HUMAN	NEDD8-activating enzyme E1 regulatory subunit (Amyloid beta precursor protein-binding protein 1, 59 kDa) (APP-BP1) (Amyloid protein-binding protein 1) (Proto-oncogene protein 1)	NAE1 APPBP1 HPP1
NAF1	Q15025	TNIP1_HUMAN	TNFAIP3-interacting protein 1 (A20-binding inhibitor of NF-kappa-B activation 1) (ABIN-1) (HIV-1 Nef-interacting protein) (Nef-associated factor 1) (Naf1) (Nip40-1) (Virion-associated nuclear shuttling protein) (VAN) (hVAN)	TNIP1 KIAA0113 NAF1
NAF1	Q96HR8	NAF1_HUMAN	H/ACA ribonucleoprotein complex non-core subunit NAF1 (hNAF1)	NAF1
NAGA	P17050	NAGAB_HUMAN	Alpha-N-acetylgalactosaminidase (EC 3.2.1.49) (Alpha-galactosidase B)	NAGA
NAGK	Q9UJ70	NAGK_HUMAN	N-acetyl-D-glucosamine kinase (N-acetylglucosamine kinase) (EC 2.7.1.59) (GlcNAc kinase) (Muramyl dipeptide kinase) (EC 2.7.1.-) (N-acetyl-D-mannosamine kinase) (EC 2.7.1.60)	NAGK
NAGLU	P54802	ANAG_HUMAN	Alpha-N-acetylglucosaminidase (EC 3.2.1.50) (N-acetyl-alpha-glucosaminidase) (NAG) [Cleaved into: Alpha-N-acetylglucosaminidase 82 kDa form; Alpha-N-acetylglucosaminidase 77 kDa form]	NAGLU UFHSD1
NAGPA	Q9UK23	NAGPA_HUMAN	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase (EC 3.1.4.45) (Mannose 6-phosphate-uncovering enzyme) (Phosphodiester alpha-GlcNAcase)	NAGPA
NAIP	Q13075	BIRC1_HUMAN	Baculoviral IAP repeat-containing protein 1 (Neuronal apoptosis inhibitory protein)	NAIP BIRC1
NAMPT	P43490	NAMPT_HUMAN	Nicotinamide phosphoribosyltransferase (NAmPRTase) (Nampt) (EC 2.4.2.12) (Pre-B-cell colony-enhancing factor 1) (Pre-B cell-enhancing factor) (Visfatin)	NAMPT PBEF PBEF1
NANP	Q8TBE9	NANP_HUMAN	N-acylneuraminate-9-phosphatase (EC 3.1.3.29) (Haloacid dehalogenase-like hydrolase domain-containing protein 4) (Neu5Ac-9-Pase)	NANP C20orf147 HDHD4
NANS	Q9NR45	SIAS_HUMAN	Sialic acid synthase (N-acetylneuraminate synthase) (EC 2.5.1.56) (N-acetylneuraminate-9-phosphate synthase) (EC 2.5.1.57) (N-acetylneuraminic acid phosphate synthase) (N-acetylneuraminic acid synthase)	NANS SAS
NAP1L1	P55209	NP1L1_HUMAN	Nucleosome assembly protein 1-like 1 (NAP-1-related protein) (hNRP)	NAP1L1 NRP
NAP1L4	Q99733	NP1L4_HUMAN	Nucleosome assembly protein 1-like 4 (Nucleosome assembly protein 2) (NAP-2)	NAP1L4 NAP2
NAPA	O96009	NAPSA_HUMAN	Napsin-A (EC 3.4.23.-) (Aspartyl protease 4) (ASP4) (Asp 4) (Napsin-1) (TA01/TA02)	NAPSA NAP1 NAPA
NAPA	P54920	SNAA_HUMAN	Alpha-soluble NSF attachment protein (SNAP-alpha) (N-ethylmaleimide-sensitive factor attachment protein alpha)	NAPA SNAPA
NAPG	Q99747	SNAG_HUMAN	Gamma-soluble NSF attachment protein (SNAP-gamma) (N-ethylmaleimide-sensitive factor attachment protein gamma)	NAPG SNAPG
NAPRT	Q6XQN6	PNCB_HUMAN	Nicotinate phosphoribosyltransferase (NAPRTase) (EC 6.3.4.21) (FHA-HIT-interacting protein) (Nicotinate phosphoribosyltransferase domain-containing protein 1)	NAPRT FHIP NAPRT1
NAPSA	O96009	NAPSA_HUMAN	Napsin-A (EC 3.4.23.-) (Aspartyl protease 4) (ASP4) (Asp 4) (Napsin-1) (TA01/TA02)	NAPSA NAP1 NAPA
NARF	Q8WVD3	RN138_HUMAN	E3 ubiquitin-protein ligase RNF138 (EC 2.3.2.27) (Nemo-like kinase-associated RING finger protein) (NLK-associated RING finger protein) (hNARF) (RING finger protein 138) (RING-type E3 ubiquitin transferase RNF138)	RNF138 NARF HSD-4 HSD4
NARF	Q9UHQ1	NARF_HUMAN	Nuclear prelamin A recognition factor (Iron-only hydrogenase-like protein 2) (IOP2)	NARF
NARFL	Q9H6Q4	CIAO3_HUMAN	Cytosolic iron-sulfur assembly component 3 (Cytosolic Fe-S cluster assembly factor NARFL) (Iron-only hydrogenase-like protein 1) (IOP1) (Nuclear prelamin A recognition factor-like protein) (Protein related to Narf)	CIAO3 NARFL PRN
NARS	O43776	SYNC_HUMAN	Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS) (Asparaginyl-tRNA synthetase 1)	NARS1 NARS NRS
NARS2	Q96I59	SYNM_HUMAN	Probable asparagine--tRNA ligase, mitochondrial (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)	NARS2
NASP	P49321	NASP_HUMAN	Nuclear autoantigenic sperm protein (NASP)	NASP
